Type,Rooms,Repair Subject,Subject Details,Issue,Priority
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Heat,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Heat,Replace filter,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Heat,Vent repair,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Cosmetic repair,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Dryer hose repair,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Dryer not heating,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Dryer not spinning,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Dryer takes too long to dry clothes,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Light not working,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Lint filter repair,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Move dryer,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Not level,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Selector knob repair,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Timer knob repair,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Dryer,Won?t turn off,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Clothes wet when removed from machine,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Cosmetic repair,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Does not drain,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Hose repair,EMERGENCY
ApartmentUnit,Utility / Laundry,Appliance,Washer,Leak,EMERGENCY
ApartmentUnit,Utility / Laundry,Appliance,Washer,Move washer,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Out of balance,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Selector knob repair,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Timer knob repair,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Will not cycle,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Will not fill,STANDARD
ApartmentUnit,Utility / Laundry,Appliance,Washer,Will not spin,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Cabinets  Upper / Base,Bottom repair,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Cabinets  Upper / Base,Door repair,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Cabinets  Upper / Base,Drawer repair,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Cabinets  Upper / Base,Handle repair,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Cabinets  Upper / Base,Hinge repair,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Cabinets  Upper / Base,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Cabinets  Upper / Base,Shelf repair,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Counter Top / Vanity,Caulk needed,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Counter Top / Vanity,Damaged,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Counter Top / Vanity,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Desk,Damaged,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Desk,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Shelves,Damaged,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Shelves,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Shelves,Paint,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Bi-fold Doors,Falling down,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Bi-fold Doors,Knob repair,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Bi-fold Doors,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Bi-fold Doors,Will not close,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Bi-fold Doors,Will not open,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Bi-fold Doors,Will not stay on track,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Interior Doors,Deadbolt repair,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Interior Doors,Door stop,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Interior Doors,Hard to open,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Interior Doors,Hinge repair,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Interior Doors,Locking knob repair,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Interior Doors,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Interior Doors,Passage knob repair,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Interior Doors,Will not close,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Interior Doors,Will not latch,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Sliding Doors,Comes off track,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Sliding Doors,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Doors,Sliding Doors,Will not slide,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Circuit breaker / Breaker box,Breaker trips,EMERGENCY
ApartmentUnit,Utility / Laundry,Electrical,Circuit breaker / Breaker box,Breaker will not reset,EMERGENCY
ApartmentUnit,Utility / Laundry,Electrical,Circuit breaker / Breaker box,Gaps in box between breakers,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Circuit breaker / Breaker box,Noise in breaker box,EMERGENCY
ApartmentUnit,Utility / Laundry,Electrical,Circuit breaker / Breaker box,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light Switch,Cover plate repair,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light Switch,Dimmer does not work,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light Switch,Does not work,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light Switch,Loose from wall,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light Switch,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
ApartmentUnit,Utility / Laundry,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
ApartmentUnit,Utility / Laundry,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
ApartmentUnit,Utility / Laundry,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Outlet,Cover plate repair,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Outlet,GFI will not reset,EMERGENCY
ApartmentUnit,Utility / Laundry,Electrical,Outlet,Loose from wall,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Outlet,No power,EMERGENCY
ApartmentUnit,Utility / Laundry,Electrical,Outlet,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Outlet,Sparks,EMERGENCY
ApartmentUnit,Utility / Laundry,Electrical,Smoke Detector,Chirps,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Smoke Detector,False alarms,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Smoke Detector,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Smoke Detector,Replace battery,STANDARD
ApartmentUnit,Utility / Laundry,Electrical,Smoke Detector,Will not work,STANDARD
ApartmentUnit,Utility / Laundry,Fire Extinguisher,Apartment fire extinguisher,Damaged,STANDARD
ApartmentUnit,Utility / Laundry,Fire Extinguisher,Apartment fire extinguisher,Describe,STANDARD
ApartmentUnit,Utility / Laundry,Fire Extinguisher,Apartment fire extinguisher,Missing,STANDARD
ApartmentUnit,Utility / Laundry,Fire Extinguisher,Apartment fire extinguisher,Recharge,STANDARD
ApartmentUnit,Utility / Laundry,Fire Extinguisher,Other fire extinguisher,Damaged,STANDARD
ApartmentUnit,Utility / Laundry,Fire Extinguisher,Other fire extinguisher,Describe,STANDARD
ApartmentUnit,Utility / Laundry,Fire Extinguisher,Other fire extinguisher,Missing,STANDARD
ApartmentUnit,Utility / Laundry,Fire Extinguisher,Other fire extinguisher,Recharge,STANDARD
ApartmentUnit,Utility / Laundry,Flooring,Floor General,Leak,EMERGENCY
ApartmentUnit,Utility / Laundry,Flooring,Floor General,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Flooring,Vinyl / Tile,Needs caulk,STANDARD
ApartmentUnit,Utility / Laundry,Flooring,Vinyl / Tile,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Flooring,Vinyl / Tile,Tile loose,STANDARD
ApartmentUnit,Utility / Laundry,Janitorial,Clean,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Janitorial,Deodorize,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Insects,Ants,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Insects,Bees,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Insects,Fleas,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Insects,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Insects,Roaches,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Insects,Scorpions,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Insects,Silverfish,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Insects,Spiders,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Pests,Birds,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Pests,Mice,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Pests,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Pest Control,Pests,Rats,STANDARD
ApartmentUnit,Utility / Laundry,Plumbing,Fire Sprinkler Head,Beauty ring repair,STANDARD
ApartmentUnit,Utility / Laundry,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
ApartmentUnit,Utility / Laundry,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Plumbing,Fire Sprinkler Head,Paint on head,STANDARD
ApartmentUnit,Utility / Laundry,Plumbing,Water Heater,Leak,EMERGENCY
ApartmentUnit,Utility / Laundry,Plumbing,Water Heater,No hot water,STANDARD
ApartmentUnit,Utility / Laundry,Plumbing,Water Heater,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Plumbing,Water Heater,Water heater leaking,EMERGENCY
ApartmentUnit,Utility / Laundry,Plumbing,Water Heater,Water too hot,EMERGENCY
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Ceiling,Leak,EMERGENCY
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Ceiling,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Ceiling,Paint,STANDARD
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Walls,Leak,EMERGENCY
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Walls,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Walls,Paint,STANDARD
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
ApartmentUnit,Utility / Laundry,Walls / Ceiling,Walls,Stress crack repair,STANDARD
Exterior,Access Gates,Entry Gate,Gate bent/damaged,,EMERGENCY
Exterior,Access Gates,Entry Gate,Gate not closing,,EMERGENCY
Exterior,Access Gates,Entry Gate,Gate not opening,,EMERGENCY
Exterior,Access Gates,Entry Gate,Gate off track,,EMERGENCY
Exterior,Access Gates,Entry Gate,Not In List,,STANDARD
Exterior,Access Gates,Entry Gate,Reset/change gate code,,STANDARD
Exterior,Access Gates,Exit Gate,Gate bent/damaged,,STANDARD
Exterior,Access Gates,Exit Gate,Gate not closing,,EMERGENCY
Exterior,Access Gates,Exit Gate,Gate not opening,,EMERGENCY
Exterior,Access Gates,Exit Gate,Gate off track,,EMERGENCY
Exterior,Access Gates,Exit Gate,Not In List,,STANDARD
Exterior,Access Gates,Exit Gate,Reset/change gate code,,STANDARD
Exterior,Brick,Crack,,,STANDARD
Exterior,Brick,Missing brick(s),,,STANDARD
Exterior,Brick,Not In List,,,STANDARD
Exterior,Carpentry,Fascia,Damaged,,STANDARD
Exterior,Carpentry,Fascia,Not In List,,STANDARD
Exterior,Carpentry,Siding,Damaged,,STANDARD
Exterior,Carpentry,Siding,Not In List,,STANDARD
Exterior,Carpentry,Soffit,Damaged,,STANDARD
Exterior,Carpentry,Soffit,Not In List,,STANDARD
Exterior,Carpentry,Trim,Damaged,,STANDARD
Exterior,Carpentry,Trim,Not In List,,STANDARD
Exterior,Concrete / Curbs / Driveways,Curbs,Broken,,STANDARD
Exterior,Concrete / Curbs / Driveways,Curbs,Crack,,STANDARD
Exterior,Concrete / Curbs / Driveways,Curbs,Not In List,,STANDARD
Exterior,Concrete / Curbs / Driveways,Curbs,Seal expansion joints,,STANDARD
Exterior,Concrete / Curbs / Driveways,Driveways,Broken,,STANDARD
Exterior,Concrete / Curbs / Driveways,Driveways,Cracking,,STANDARD
Exterior,Concrete / Curbs / Driveways,Driveways,Not In List,,STANDARD
Exterior,Concrete / Curbs / Driveways,Driveways,Seal expansion joints,,STANDARD
Exterior,Concrete / Curbs / Driveways,Parking lot,Crack,,STANDARD
Exterior,Concrete / Curbs / Driveways,Parking lot,Not In List,,STANDARD
Exterior,Concrete / Curbs / Driveways,Parking lot,Pot hole,,STANDARD
Exterior,Concrete / Curbs / Driveways,Parking lot,Seal expansion joints,,STANDARD
Exterior,Concrete / Curbs / Driveways,Sidewalks,Broken,,STANDARD
Exterior,Concrete / Curbs / Driveways,Sidewalks,Crack,,STANDARD
Exterior,Concrete / Curbs / Driveways,Sidewalks,Not In List,,STANDARD
Exterior,Concrete / Curbs / Driveways,Sidewalks,Seal expansion joints,,STANDARD
Exterior,Concrete / Curbs / Driveways,Sidewalks,Uneven,,STANDARD
Exterior,Door,Damaged,,,STANDARD
Exterior,Door,Not In List,,,STANDARD
Exterior,Door,Will not close,,,EMERGENCY
Exterior,Door,Will not lock,,,EMERGENCY
Exterior,Door,Will not open,,,STANDARD
Exterior,Door,Will not unlock,,,EMERGENCY
Exterior,Drywall,Ceiling,Not In List,,STANDARD
Exterior,Drywall,Ceiling,Repair hole,,STANDARD
Exterior,Drywall,Ceiling,Water stained,,EMERGENCY
Exterior,Drywall,Walls,Not In List,,STANDARD
Exterior,Drywall,Walls,Repair hole,,STANDARD
Exterior,Drywall,Walls,Water stained,,EMERGENCY
Exterior,Electrical,Light ,Fixture repair,,STANDARD
Exterior,Electrical,Light ,Flickers,,EMERGENCY
Exterior,Electrical,Light ,Not In List,,STANDARD
Exterior,Electrical,Light ,Pulling loose from ceiling/wall,,EMERGENCY
Exterior,Electrical,Light ,Will not come on,,STANDARD
Exterior,Electrical,Light ,Will not come on (ALL),,EMERGENCY
Exterior,Electrical,Light ,Will not come on (individual),,STANDARD
Exterior,Electrical,Outlet,Cover plate repair,,STANDARD
Exterior,Electrical,Outlet,GFI will not reset,,EMERGENCY
Exterior,Electrical,Outlet,Loose from wall,,STANDARD
Exterior,Electrical,Outlet,No power,,EMERGENCY
Exterior,Electrical,Outlet,Not In List,,STANDARD
Exterior,Fencing,Damaged,,,STANDARD
Exterior,Fencing,Falling,,,STANDARD
Exterior,Fencing,Not In List,,,STANDARD
Exterior,Fire / Life Safety,Alarm panel,Beeping,,EMERGENCY
Exterior,Fire / Life Safety,Alarm panel,Does not work,,EMERGENCY
Exterior,Fire / Life Safety,Alarm panel,Not In List,,STANDARD
Exterior,Fire / Life Safety,Sprinkler heads,Beauty ring repair,,STANDARD
Exterior,Fire / Life Safety,Sprinkler heads,Leaking,,EMERGENCY
Exterior,Fire / Life Safety,Sprinkler heads,Not In List,,STANDARD
Exterior,Fire / Life Safety,Sprinkler heads,Painted/dirty,,STANDARD
Exterior,Fireplace,Chimney cap damaged,,,STANDARD
Exterior,Fireplace,Cracked,,,STANDARD
Exterior,Fireplace,Not In List,,,STANDARD
Exterior,Gutter / Downspout / Splash blocks,Downspouts,Clogged,,STANDARD
Exterior,Gutter / Downspout / Splash blocks,Downspouts,Damaged,,STANDARD
Exterior,Gutter / Downspout / Splash blocks,Downspouts,Not In List,,STANDARD
Exterior,Gutter / Downspout / Splash blocks,Gutter,Clogged,,STANDARD
Exterior,Gutter / Downspout / Splash blocks,Gutter,Damaged,,STANDARD
Exterior,Gutter / Downspout / Splash blocks,Gutter,Not In List,,STANDARD
Exterior,Gutter / Downspout / Splash blocks,Splashblocks,Broken,,STANDARD
Exterior,Gutter / Downspout / Splash blocks,Splashblocks,Missing,,STANDARD
Exterior,Gutter / Downspout / Splash blocks,Splashblocks,Not In List,,STANDARD
Exterior,Gutter / Downspout / Splash blocks,Splashblocks,Reverse direction,,STANDARD
Exterior,Handrails,Damaged,,,EMERGENCY
Exterior,Handrails,Loose,,,EMERGENCY
Exterior,Handrails,Missing,,,EMERGENCY
Exterior,Handrails,Not In List,,,STANDARD
Exterior,Hardware,Doorknobs/Gate handles,Broken,,STANDARD
Exterior,Hardware,Doorknobs/Gate handles,Loose,,STANDARD
Exterior,Hardware,Doorknobs/Gate handles,Missing,,STANDARD
Exterior,Hardware,Doorknobs/Gate handles,Not In List,,STANDARD
Exterior,Hardware,Hinges,Broken,,STANDARD
Exterior,Hardware,Hinges,Damaged,,STANDARD
Exterior,Hardware,Hinges,Loose,,STANDARD
Exterior,Hardware,Hinges,Not In List,,STANDARD
Exterior,Irrigation,Adjust head,,,STANDARD
Exterior,Irrigation,Adjust timer,,,STANDARD
Exterior,Irrigation,Leak,,,EMERGENCY
Exterior,Irrigation,Not In List,,,STANDARD
Exterior,Janitorial,Breezeway(s) need to be cleaned,,,STANDARD
Exterior,Janitorial,Broken glass needs to be removed,,,STANDARD
Exterior,Janitorial,Not In List,,,STANDARD
Exterior,Janitorial,Parking lot needs to be cleaned,,,STANDARD
Exterior,Janitorial,Sidewalk needs to be cleaned,,,STANDARD
Exterior,Janitorial,Trash can(s) are full,,,STANDARD
Exterior,Janitorial,Trash needs to be removed,,,STANDARD
Exterior,Landscaping,Flowers,Dying,,STANDARD
Exterior,Landscaping,Flowers,Not In List,,STANDARD
Exterior,Landscaping,Grass,Dying,,STANDARD
Exterior,Landscaping,Grass,Not In List,,STANDARD
Exterior,Landscaping,Shrubs,Dying,,STANDARD
Exterior,Landscaping,Shrubs,Needs trimmed,,STANDARD
Exterior,Landscaping,Shrubs,Not In List,,STANDARD
Exterior,Landscaping,Sub-surface drains,Grate is loose/missing,,STANDARD
Exterior,Landscaping,Sub-surface drains,Needs to be cleaned,,STANDARD
Exterior,Landscaping,Sub-surface drains,Not In List,,STANDARD
Exterior,Landscaping,Trees,Dying,,STANDARD
Exterior,Landscaping,Trees,Needs trimmed,,STANDARD
Exterior,Landscaping,Trees,Not In List,,STANDARD
Exterior,Masonry / Retaining Walls,Crack,,,STANDARD
Exterior,Masonry / Retaining Walls,Falling,,,STANDARD
Exterior,Masonry / Retaining Walls,Missing bricks/rocks,,,STANDARD
Exterior,Masonry / Retaining Walls,Not In List,,,STANDARD
Exterior,Metal Work,Damaged,,,STANDARD
Exterior,Metal Work,Not In List,,,STANDARD
Exterior,Metal Work,Rusted,,,STANDARD
Exterior,Paint,Brick,Not In List,,STANDARD
Exterior,Paint,Brick,Peeling,,STANDARD
Exterior,Paint,Fascia,Needs caulked,,STANDARD
Exterior,Paint,Fascia,Not In List,,STANDARD
